1664859728,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664859909,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664860091,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664860274,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664860455,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664860637,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664860819,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664861001,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664861184,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664861365,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664861548,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664861729,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664861912,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664862093,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664862275,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664862458,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664862639,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664862822,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664863003,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664863186,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664863368,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664863551,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664863732,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664863914,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664864096,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664864278,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664864460,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664864642,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664864824,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664865005,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664865188,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664865369,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664865551,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664865733,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
1664865915,-76.9748333,-12.0820549,0,0,0.0,0,0,0,0,422496,78364
